,path,class,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_20,label_gran_30,label_gran_50,label_gran_70,label_gran_90,label_gran_110,label_gran_130,label_gran_150,label_gran_13,label_gran_15
43766,Boots/Ankle/ALDO/8061702.60941.jpg,1,6,16,21,300,875,9983,14377,15625,16007,16113,16126,16126,535,1356
16822,Shoes/Sneakers and Athletic Shoes/Palladium/7867330.183092.jpg,0,7,14,19,98,3130,4943,6379,6746,6867,6904,6911,6911,314,1822
18978,Shoes/Clogs and Mules/Dansko/7894507.2298.jpg,9,4,25,47,221,418,2627,3248,3398,3447,3465,3467,3467,1515,231
12042,Sandals/Flat/Salvatore Ferragamo/7767381.46894.jpg,3,6,16,48,81,134,3471,4609,4838,4911,4934,4940,4940,1363,1413
46243,Sandals/Flat/Stride Rite/8080784.14.jpg,3,7,14,52,160,1275,5604,15003,16320,16729,16841,16854,16854,113,711
1652,Shoes/Boat Shoes/Sperry Top-Sider/7212450.380206.jpg,11,4,15,22,79,515,594,661,684,692,695,695,695,1050,674
4399,Boots/Mid-Calf/Sorel Kids/7433727.3.jpg,4,5,11,28,143,1124,1438,1694,1758,1783,1789,1790,1790,1614,1300
32977,Shoes/Flats/Elephantito/8009158.366161.jpg,5,0,18,87,372,2007,7173,9773,10465,10674,10749,10760,10760,1773,2106
18312,Shoes/Sneakers and Athletic Shoes/Paul Smith/7887022.324456.jpg,0,7,26,84,328,1361,2926,6809,7210,7341,7381,7388,7388,544,1740
15876,Shoes/Flats/Haflinger/7842710.3.jpg,5,3,9,13,333,1050,2550,3144,3288,3336,3354,3356,3356,1337,2499
16244,Shoes/Sneakers and Athletic Shoes/Morgan&Milo Kids/7849152.12883.jpg,0,7,14,35,210,434,4467,6167,6511,6626,6660,6667,6667,571,17
30557,Boots/Mid-Calf/Kamik/7998527.423.jpg,4,7,14,52,482,4521,7730,10657,11429,11667,11745,11756,11756,972,2509
3262,Boots/Mid-Calf/Ariat/7342759.73932.jpg,4,3,9,49,181,678,808,1255,1296,1318,1323,1324,1324,1133,1574
35037,Slippers/Slipper Flats/Favorite Characters/8018315.559.jpg,10,5,20,82,255,589,4253,5440,5726,5816,5845,5852,5852,1459,2452
48848,Sandals/Flat/Nine West/8113514.15.jpg,3,2,5,10,188,841,2396,7851,8331,8496,8544,8551,8551,786,978
26528,Shoes/Sneakers and Athletic Shoes/Brooks/7978868.356741.jpg,0,7,14,19,98,2449,3639,4843,9988,10188,10262,10273,10273,1485,2325
5720,Sandals/Flat/Cordani/7540147.1430.jpg,3,3,6,12,23,1376,1830,2185,2277,2310,2320,2321,2321,1683,844
43562,Shoes/Heels/DSQUARED2/8060861.3772.jpg,2,2,5,6,244,1201,3724,8103,8628,8799,8856,8864,8864,95,1465
14303,Shoes/Oxfords/Johnston & Murphy/7818805.300596.jpg,8,1,4,18,38,104,476,527,1701,1726,1732,1733,1733,1396,1
7737,Shoes/Clogs and Mules/Klogs USA/7619255.3.jpg,9,6,27,74,418,1692,2386,2925,3061,3106,3122,3124,3124,818,299
17638,Shoes/Sneakers and Athletic Shoes/Saucony/7881199.1317.jpg,0,4,15,22,79,1630,2453,3017,3155,3203,3221,3223,3223,353,700
33453,Shoes/Sneakers and Athletic Shoes/Nike Action/8012281.366941.jpg,0,0,8,30,41,3778,6247,11620,12493,12771,12852,12863,12863,764,805
30069,Boots/Ankle/La Canadienne/7996719.362948.jpg,1,4,25,73,161,1106,7130,9709,10397,10604,10679,10690,10690,1443,1433
12322,Boots/Ankle/Minnetonka Kids/7781003.231.jpg,1,7,23,43,200,2491,3729,4721,4952,5026,5050,5056,5056,257,893
33197,Boots/Knee High/Kate Spade New York/8009953.366384.jpg,7,3,9,49,82,109,6534,8791,9390,12666,12747,12758,12758,1447,1117
1203,Slippers/Slipper Flats/Globe/7174012.81196.jpg,10,1,4,11,215,400,451,498,510,517,519,519,519,534,1856
17093,Shoes/Sneakers and Athletic Shoes/Nike/7874228.139040.jpg,0,1,4,18,22,23,24,25,657,665,668,668,668,579,1067
37516,Slippers/Slipper Flats/Haflinger Kids/8027333.1334.jpg,10,7,26,84,258,603,708,9705,13724,14046,14135,14148,14148,139,728
40760,Shoes/Flats/MICHAEL Michael Kors Kids/8042208.1334.jpg,5,5,20,82,255,1573,6640,9699,10385,10592,10667,10678,10678,728,956
46336,Shoes/Clogs and Mules/Dansko/8081315.2184.jpg,9,6,27,74,299,1138,1455,3532,8718,8892,8953,8964,8964,550,926
12756,Boots/Knee High/Frye/7792025.598.jpg,7,3,9,49,180,2431,3828,4859,5104,5183,5209,5215,5215,1104,84
30178,Boots/Ankle/Rockport/7996908.363080.jpg,1,7,26,51,259,607,5934,7811,8285,8450,8497,8504,8504,310,1478
27894,Shoes/Flats/Merrell/7987143.37161.jpg,5,4,25,73,161,843,3985,9757,10449,10658,10733,10744,10744,205,2529
22594,Shoes/Sneakers and Athletic Shoes/Amiana/7944477.344062.jpg,0,7,26,51,339,3740,6154,8159,8691,8865,8925,8936,8936,291,1548
12997,Sandals/Flat/J. Renee/7795497.933.jpg,3,4,15,46,315,1583,3886,4940,5190,5269,5296,5302,5302,499,1296
41328,Boots/Ankle/Franco Sarto/8045200.377641.jpg,1,3,7,8,291,781,9609,13756,14921,15281,15381,15394,15394,637,513
8828,Boots/Ankle/Timberland Kids/7659988.93454.jpg,1,0,8,30,193,795,1870,3361,3518,3568,3586,3588,3588,1791,1336
21409,Sandals/Flat/ara/7925872.337782.jpg,3,3,6,7,10,1025,5402,7827,8302,8467,8515,8522,8522,1005,1432
42669,Sandals/Flat/Grazie/8053296.396.jpg,3,2,5,10,91,4736,8159,11336,12174,12444,12524,12535,12535,757,506
15569,Shoes/Clogs and Mules/Sanita/7838465.309755.jpg,9,2,22,66,137,201,215,5925,6246,6349,6382,6389,6389,813,2502
19250,Sandals/Flat/Kenneth Cole Reaction Kids/7896540.17628.jpg,3,5,11,28,143,1427,3313,4142,4345,4410,4431,4437,4437,1614,2236
49373,Shoes/Flats/Nine West/8124950.23754.jpg,5,6,16,48,81,889,8405,14837,16133,16538,16649,16662,16662,942,1496
44663,Shoes/Sneakers and Athletic Shoes/Mizuno/8069594.387979.jpg,0,6,16,42,69,5555,10096,14599,15881,16278,16388,16401,16401,1668,1707
46263,Shoes/Heels/Corso Como/8080842.1072.jpg,2,6,16,48,283,1778,2537,12045,12975,13279,13362,13373,13373,766,1177
40944,Shoes/Loafers/Born/8043049.376905.jpg,6,4,25,47,221,418,2645,13646,14804,15161,15259,15272,15272,1515,231
45478,Sandals/Flat/adidas Kids/8074674.390482.jpg,3,5,28,61,424,5593,10226,14797,16093,16497,16608,16621,16621,509,821
36233,Boots/Mid-Calf/Primigi Kids/8022484.72.jpg,4,1,17,36,329,3121,4920,6348,13318,13631,13718,13729,13729,256,1853
44671,Shoes/Heels/Pelle Moda/8069883.388067.jpg,2,4,15,46,77,991,10099,14602,15884,16281,16391,16404,16404,141,562
12483,Boots/Ankle/The North Face/7784997.286499.jpg,1,0,8,9,11,621,2187,4776,5011,5085,5109,5115,5115,883,686
11533,Shoes/Sneakers and Athletic Shoes/Mephisto/7753012.930.jpg,0,5,20,31,42,1838,3546,4461,4679,4748,4770,4776,4776,666,572
46558,Shoes/Heels/Caparros/8082657.393603.jpg,2,6,16,21,300,816,6339,15074,16396,16808,16920,16934,16934,1748,2244
42216,Boots/Ankle/Nine West/8050755.1084.jpg,1,2,22,60,114,1200,4375,12227,13176,13485,13571,13582,13582,117,435
9235,Shoes/Heels/Pour La Victoire/7675107.102247.jpg,2,4,10,37,327,1584,2205,2666,2786,2826,2840,2841,2841,1615,1645
29474,Shoes/Heels/Trotters/7993917.63200.jpg,2,4,25,47,221,3200,7487,10264,11000,11223,11300,11311,11311,1515,231
5833,Boots/Ankle/Frye/7543785.384065.jpg,1,3,9,49,180,287,312,458,470,476,478,478,478,1071,781
31755,Boots/Knee High/Frye/8003558.352826.jpg,7,6,27,59,253,568,7975,11050,11859,12120,12198,12209,12209,809,1212
15590,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7838936.9.jpg,0,7,14,19,98,1754,4600,5934,6255,6359,6393,6400,6400,413,975
21279,Shoes/Sneakers and Athletic Shoes/Nike/7925447.369540.jpg,0,7,14,19,98,2449,3639,4843,5087,5166,5192,5198,5198,1485,2325
6259,Boots/Ankle/La Canadienne/7561008.106.jpg,1,4,15,46,77,1108,1983,2380,2479,2515,2526,2527,2527,141,562
36839,Boots/Mid-Calf/El Naturalista/8024616.3.jpg,4,3,9,49,180,2899,8878,12498,13485,13800,13887,13898,13898,1071,781
17366,Shoes/Sneakers and Athletic Shoes/Nike/7879402.117862.jpg,0,1,4,18,22,2370,3476,6552,6933,7058,7096,7103,7103,1591,280
10362,Shoes/Sneakers and Athletic Shoes/The North Face/7718856.180523.jpg,0,0,8,30,41,2183,3195,3999,4198,4262,4282,4287,4287,1376,2257
46662,Shoes/Sneakers and Athletic Shoes/PUMA/8084138.42599.jpg,0,0,8,30,41,298,3530,4444,4662,4731,4753,4759,4759,88,2405
4116,Boots/Mid-Calf/Frye/7416768.1109.jpg,4,1,17,25,31,1069,1359,1593,1653,1678,1684,1685,1685,829,2286
40356,Shoes/Loafers/Venettini Kids/8039885.376235.jpg,6,0,18,87,372,2007,6118,8097,8622,8793,8849,8857,8857,1773,2106
43811,Boots/Knee High/Cordani/8062388.6.jpg,7,2,22,60,275,1385,1843,2200,2293,2859,2873,2874,2874,398,313
23049,Boots/Knee High/Hunter/7953839.3.jpg,7,6,13,58,138,1297,6234,8308,8865,9040,9102,9113,9113,937,1690
24005,Boots/Mid-Calf/Keen Kids/7968167.294675.jpg,4,1,2,2,423,3877,6441,8657,9241,9426,9491,9502,9502,1571,322
17966,Shoes/Sneakers and Athletic Shoes/Cushe/7883352.875.jpg,0,7,26,51,259,2680,5151,6686,7077,7206,7246,7253,7253,310,1478
31185,Shoes/Heels/Type Z/8000262.39769.jpg,2,6,27,74,299,4595,7864,10864,11656,11910,11988,11999,11999,1656,1489
11396,Sandals/Flat/Naot Footwear/7749227.275413.jpg,3,3,7,8,291,2388,3507,4407,4620,4688,4710,4716,4716,637,513
36441,Sandals/Flat/Birkenstock/8023264.2184.jpg,3,6,16,48,110,5028,8817,12400,13372,13685,13772,13783,13783,1103,1896
25111,Boots/Mid-Calf/Merrell Kids/7973221.12119.jpg,4,0,0,5,335,3974,6639,8951,9558,9749,9820,9831,9831,1674,2006
6036,Boots/Ankle/Clarks/7553055.115447.jpg,1,2,3,32,125,184,198,2291,2387,2423,2434,2435,2435,1008,1748
49387,Shoes/Sneakers and Athletic Shoes/Altra Zero Drop Footwear/8124971.47476.jpg,0,4,15,22,79,3292,5256,6836,7242,7373,7414,7421,7421,353,2419
41113,Boots/Ankle/Miz Mooz/8044078.718.jpg,1,4,25,73,179,1488,2032,2450,2553,2589,2601,2602,2602,1252,228
34446,Boots/Knee High/Annie/8015917.368351.jpg,7,4,29,76,173,1924,7795,11885,12793,13086,13169,13180,13180,889,1780
34640,Shoes/Sneakers and Athletic Shoes/Geox Kids/8016582.23517.jpg,0,0,18,86,318,938,1165,1358,1408,1432,1437,1438,1438,425,2245
5934,Boots/Mid-Calf/Sorel/7549978.3.jpg,4,6,16,42,69,1411,1881,2243,2338,2372,2382,2383,2383,953,747
5898,Shoes/Sneakers and Athletic Shoes/DC Kids/7549393.42286.jpg,0,1,4,18,149,1401,1871,2231,2324,2358,2368,2369,2369,1190,1307
31735,Boots/Mid-Calf/Tecnica Kids/8003507.151.jpg,4,5,11,28,296,918,3862,4899,11855,12116,12194,12205,12205,1494,1333
20522,Shoes/Heels/Lucky Brand/7914177.401321.jpg,2,6,16,48,81,134,655,7559,8017,8173,8218,8225,8225,1363,1413
34209,Boots/Ankle/Not Rated/8014991.607.jpg,1,6,24,94,314,1925,8458,11799,12695,12987,13070,13081,13081,346,1049
36430,Boots/Ankle/Donald J Pliner/8023218.93322.jpg,1,0,18,86,278,692,823,12396,13368,13681,13768,13779,13779,964,1523
48750,Boots/Ankle/Hunter/8113243.359.jpg,1,5,12,16,277,3085,4843,6253,6604,6720,6756,6763,6763,342,0
20671,Shoes/Flats/Pazitos/7918259.309546.jpg,5,0,18,86,318,938,1165,1358,1408,1432,1437,1438,1438,425,2245
31089,Shoes/Sneakers and Athletic Shoes/Beeko/7999834.9.jpg,0,0,18,86,318,4405,7497,10276,11013,11237,11314,11325,11325,45,831
6686,Shoes/Sneakers and Athletic Shoes/Vans/7579608.38572.jpg,0,3,6,24,30,1289,1687,2005,2084,2112,2120,2121,2121,71,405
18433,Shoes/Sneakers and Athletic Shoes/New Balance/7888420.10623.jpg,0,4,15,22,79,2125,3112,3888,4081,4143,4163,4168,4168,480,439
38195,Shoes/Flats/Eric Michael/8029940.6.jpg,5,3,9,13,15,578,1791,2133,3317,3365,3383,3385,3385,1405,2413
31516,Shoes/Sneakers and Athletic Shoes/Diesel/8002206.23023.jpg,0,0,18,26,32,2163,3670,4637,4867,4940,4963,4969,4969,1263,361
13786,Shoes/Clogs and Mules/Jambu Kids/7811479.11.jpg,9,5,11,57,164,247,4098,5237,5507,5592,5621,5628,5628,952,683
14194,Boots/Ankle/Bella-Vita/7816713.216.jpg,1,3,7,8,295,1531,4230,5406,5687,5775,5804,5811,5811,1269,1407
31787,Boots/Knee High/Khombu/8003606.3.jpg,7,2,5,23,43,4659,7981,11059,11869,12130,12208,12219,12219,1024,217
9683,Shoes/Heels/Salvatore Ferragamo/7688381.382904.jpg,2,2,22,66,268,1844,2809,3490,3652,3704,3722,3726,3726,940,23
36084,Shoes/Flats/Primigi Kids/8022058.574.jpg,5,0,18,86,318,1899,8770,12312,13272,13585,13671,13682,13682,425,2245
12500,Sandals/Flat/Gentle Souls/7785319.275.jpg,3,3,6,7,10,2512,3772,4786,5024,5099,5123,5129,5129,1005,1432
23071,Shoes/Heels/MICHAEL Michael Kors/7954052.1165.jpg,2,2,5,6,244,3774,6239,8314,8873,9048,9110,9121,9121,1647,1633
13028,Shoes/Sneakers and Athletic Shoes/SKECHERS KIDS/7795807.767.jpg,0,7,26,51,339,1264,1654,1963,2038,2066,2074,2075,2075,125,1723
10785,Shoes/Sneakers and Athletic Shoes/New Balance/7729846.14.jpg,0,3,21,55,262,1147,1467,1727,1795,1820,1826,1827,1827,1249,2453
4606,Boots/Ankle/Timberland PRO/7455464.6.jpg,1,1,1,1,107,1173,1510,1778,1846,1872,1879,1880,1880,1813,1184
18009,Sandals/Flat/Reef/7883865.401.jpg,3,7,14,35,55,1339,1761,6702,7093,7222,7262,7269,7269,1388,1885
49836,Slippers/Slipper Flats/UGG/8137805.411431.jpg,10,6,16,48,81,134,655,1994,2073,17628,17761,17776,17776,1363,1413
45682,Shoes/Sneakers and Athletic Shoes/Keds Kids/8076359.391239.jpg,0,7,26,93,310,2772,4222,6049,6382,6493,6527,6534,6534,1076,1041
49477,Sandals/Flat/Sam Edelman Kids/8126642.407835.jpg,3,5,11,28,143,2414,5463,7139,7560,7699,7740,7747,7747,1614,2236
34544,Shoes/Loafers/Bella-Vita/8016230.368451.jpg,6,3,9,13,113,163,1216,11902,12813,13107,13190,13201,13201,1258,966
9451,Slippers/Slipper Flats/Acorn/7680205.250379.jpg,10,6,27,74,299,815,1626,3646,3819,3873,3891,3895,3895,272,1918
42301,Boots/Mid-Calf/Nine West/8051149.379652.jpg,4,6,24,94,314,887,9768,14017,15220,15589,15694,15707,15707,280,627
42656,Shoes/Clogs and Mules/Sbicca/8053209.3.jpg,9,6,27,74,299,815,3651,12368,13336,13649,13736,13747,13747,272,1918
7192,Shoes/Sneakers and Athletic Shoes/Keen/7601572.136923.jpg,0,2,5,23,43,1617,2258,2735,2857,2898,2912,2914,2914,1024,2434
34066,Shoes/Clogs and Mules/Birki's/8014474.367841.jpg,9,2,5,6,207,361,404,445,457,463,465,465,465,863,1066
41191,Shoes/Sneakers and Athletic Shoes/Under Armour Kids/8044189.377364.jpg,0,5,11,15,484,5358,9593,13716,14878,15236,15334,15347,15347,1657,1105
21080,Shoes/Heels/Calvin Klein/7924994.46869.jpg,2,3,6,12,14,183,197,1368,1418,4804,4826,4832,4832,590,2436
45727,Shoes/Heels/Nine West/8076573.22560.jpg,2,6,24,94,314,2566,9695,14870,16169,16576,16687,16700,16700,280,627
23742,Shoes/Sneakers and Athletic Shoes/Nike/7965785.385296.jpg,0,0,8,30,41,3854,6383,8552,9126,9309,9373,9384,9384,475,1178
24472,Boots/Ankle/Frye/7970329.248957.jpg,1,4,25,73,571,3913,6525,8780,9377,9566,9636,9647,9647,1646,1055
28877,Shoes/Boat Shoes/Sperry Kids/7991714.947.jpg,11,7,14,90,401,4348,7357,10060,10782,11000,11076,11087,11087,887,2057
11293,Boots/Ankle/La Sportiva/7747371.3836.jpg,1,0,8,30,41,48,51,367,376,4648,4670,4676,4676,1493,41
27627,Shoes/Sneakers and Athletic Shoes/Lacoste Kids/7984929.19079.jpg,0,7,26,51,339,4216,7101,9665,10346,10552,10627,10638,10638,125,643
28645,Shoes/Heels/Madden Girl/7990676.521.jpg,2,6,13,17,20,903,3637,4592,4818,4891,4913,4919,4919,1284,764
618,Sandals/Flat/Mephisto/128523.125996.jpg,3,4,15,20,93,205,220,264,269,274,276,276,276,1435,1947
14470,Shoes/Sneakers and Athletic Shoes/OluKai/7820957.50174.jpg,0,2,30,68,486,2817,4304,5511,5801,5894,5924,5931,5931,1539,1458
5772,Sandals/Flat/Nike/7541842.318745.jpg,3,2,5,10,188,1387,1845,2202,2295,2328,2338,2339,2339,1303,288
49238,Boots/Ankle/VOLATILE/8122268.3.jpg,1,3,7,8,295,1973,6476,15662,17065,17499,17629,17644,17644,1269,1407
49602,Shoes/Flats/Penny Loves Kenny/8128957.632.jpg,5,4,25,114,634,5810,10690,15725,17138,17574,17707,17722,17722,64,997
21665,Shoes/Loafers/Clarks/7928173.84.jpg,6,7,26,84,550,3627,5981,7884,8373,8539,8589,8596,8596,957,476
38321,Boots/Ankle/VOLATILE/8030297.3.jpg,1,6,24,94,485,4053,6782,12931,13985,14315,14408,14421,14421,901,1485
22012,Shoes/Sneakers and Athletic Shoes/adidas/7932846.37647.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
5620,Sandals/Flat/Salt Water Sandal by Hoy Shoes/7532925.6.jpg,3,0,8,9,155,233,254,2147,2238,2271,2280,2281,2281,265,743
42350,Boots/Ankle/Bedstu/8051454.379767.jpg,1,0,18,86,513,3013,9175,13011,14072,14408,14503,14516,14516,1817,1579
19657,Shoes/Sneakers and Athletic Shoes/Salomon/7901792.133653.jpg,0,7,14,52,87,2282,4207,5379,7703,7852,7894,7901,7901,582,951
21019,Sandals/Flat/Tsubo/7922972.211366.jpg,3,2,5,10,188,841,5895,7755,8225,8387,8433,8440,8440,786,978
8065,Shoes/Sneakers and Athletic Shoes/adidas/7639183.371535.jpg,0,7,14,19,98,1744,2478,3048,3188,3236,3254,3256,3256,488,2396
21789,Shoes/Flats/Cienta Kids Shoes/7929775.14.jpg,5,7,26,93,310,1105,1410,1657,1719,1744,1750,1751,1751,171,357
13149,Shoes/Sneakers and Athletic Shoes/adidas Running/7797960.339012.jpg,0,6,16,42,69,2528,3796,4818,5059,5137,5163,5169,5169,1649,2418
26448,Shoes/Sneakers and Athletic Shoes/Nike Kids/7978328.1001.jpg,0,1,4,18,149,249,1177,1375,1425,1449,1454,1455,1455,1190,1472
26819,Shoes/Sneakers and Athletic Shoes/New Balance Kids/7980002.16740.jpg,0,7,14,19,165,2424,3780,4796,5034,5111,5137,5143,5143,986,2192
16756,Shoes/Sneakers and Athletic Shoes/ECCO Sport/7864808.374661.jpg,0,3,6,24,65,2224,3762,6350,6715,6834,6870,6877,6877,871,200
25634,Shoes/Sneakers and Athletic Shoes/adidas/7976194.355566.jpg,0,7,14,19,98,1225,1586,3049,3189,3237,3255,3257,3257,488,2396
35406,Shoes/Sneakers and Athletic Shoes/New Balance/8019981.9046.jpg,0,5,11,15,18,4950,8662,12135,13071,13378,13462,13473,13473,168,1831
7678,Sandals/Flat/Birkenstock/7616338.330076.jpg,3,6,16,48,81,134,145,151,3034,3081,3097,3099,3099,1363,1413
17954,Shoes/Sneakers and Athletic Shoes/PUMA/7883255.375689.jpg,0,4,15,22,79,1304,5149,6684,7074,7203,7243,7250,7250,480,439
47186,Sandals/Flat/Roxy/8089877.6166.jpg,3,6,16,48,81,134,655,1994,2073,2101,2109,2110,2110,1363,1413
23371,Shoes/Sneakers and Athletic Shoes/Mizuno/7961033.147.jpg,0,4,15,22,79,1442,1937,2322,2418,2454,2465,2466,2466,353,700
13125,Boots/Mid-Calf/Sorel/7797583.3.jpg,4,2,5,23,133,2600,3930,4997,5250,5331,5358,5364,5364,175,1248
38770,Sandals/Flat/Reef/8031304.47090.jpg,3,6,16,48,252,3510,5698,13056,14121,14457,14552,14565,14565,471,134
8622,Slippers/Slipper Flats/UGG/7656151.18.jpg,10,4,25,47,221,1842,2642,3270,3421,3470,3488,3490,3490,106,67
20301,Sandals/Flat/Finn Comfort/7910089.89.jpg,3,3,6,12,94,539,3509,4412,4626,4694,4716,4722,4722,1650,2134
31849,Boots/Ankle/Khombu/8003809.3.jpg,1,0,8,9,131,4670,8002,11086,11897,12158,12236,12247,12247,767,408
23885,Shoes/Clogs and Mules/Frye/7967350.3.jpg,9,2,22,66,346,1517,6415,8605,9182,9366,9430,9441,9441,1367,1091
41274,Boots/Ankle/Franco Sarto/8044722.377509.jpg,1,3,9,49,263,850,5087,6597,6978,7103,7141,7148,7148,1035,1130
44951,Sandals/Flat/Reebok/8071482.147.jpg,3,5,11,57,108,548,640,13040,14104,14440,14535,14548,14548,1851,2414
40713,Boots/Ankle/UGG/8041972.18.jpg,1,3,9,49,181,737,884,9883,10586,10802,10877,10888,10888,709,2053
15622,Boots/Knee High/UGG/7839363.359.jpg,7,6,27,59,222,2671,4610,5944,6266,6371,6405,6412,6412,1125,2491
22429,Shoes/Sneakers and Athletic Shoes/New Balance/7942184.3.jpg,0,4,15,46,77,3721,6127,8120,8647,8818,8876,8887,8887,1594,1086
16177,Shoes/Flats/Ragg Kids/7847710.3.jpg,5,0,8,9,155,233,1792,2134,2225,2258,2267,2268,2268,265,743
4040,Shoes/Heels/LAUREN Ralph Lauren/7406098.23961.jpg,2,6,16,48,81,154,1208,1561,1621,1646,1652,1653,1653,1363,1413
33367,Slippers/Slipper Flats/Acorn Kids/8011084.18.jpg,10,5,20,82,255,4793,8313,11585,12454,12732,12813,12824,12824,1459,305
39347,Boots/Ankle/Ted Baker/8033999.665.jpg,1,3,9,49,263,2071,5572,7285,7717,7866,7908,7915,7915,1035,1130
9991,Slippers/Slipper Flats/Kenneth Cole Reaction Kids/7704036.410.jpg,10,7,26,84,258,603,3101,3868,4058,4118,4138,4143,4143,139,728
38654,Shoes/Flats/Pedro Garcia/8030985.69917.jpg,5,4,25,47,221,418,475,526,2037,2065,2073,2074,2074,1515,231
1965,Boots/Mid-Calf/UGG Kids/7238181.621.jpg,4,5,11,28,143,594,695,777,800,811,814,814,814,1113,2055
18499,Shoes/Flats/ECCO/7888925.345619.jpg,5,2,3,67,140,208,299,2813,2937,2978,2992,2994,2994,449,106
45799,Shoes/Flats/Nine West/8076829.391410.jpg,5,6,16,48,81,154,2999,14882,16183,16590,16701,16714,16714,1363,1413
8877,Boots/Mid-Calf/Sorel Kids/7661821.288893.jpg,4,5,11,28,143,1894,2735,3388,3549,3599,3617,3619,3619,620,327
14475,Shoes/Heels/Stuart Weitzman/7821068.2986.jpg,2,3,21,50,237,905,4307,5515,5805,5898,5928,5935,5935,1780,1903
30952,Boots/Ankle/The North Face/7999502.285046.jpg,1,1,4,18,21,4565,7811,10790,11576,11827,11905,11916,11916,841,2438
31147,Boots/Knee High/Robert Clergerie/7999985.3.jpg,7,4,25,73,571,3917,7859,10856,11645,11899,11977,11988,11988,628,1121
1542,Shoes/Sneakers and Athletic Shoes/Keds/7207079.2247.jpg,0,4,10,14,16,382,429,473,485,491,493,493,493,383,1203
49335,Shoes/Heels/Chinese Laundry/8124197.3.jpg,2,4,25,73,481,5803,10675,15679,17086,17520,17651,17666,17666,570,1313
35138,Shoes/Sneakers and Athletic Shoes/Morgan&Milo Kids/8018558.18510.jpg,0,5,20,81,264,2935,4512,10667,11441,11682,11760,11771,11771,447,1144
15042,Shoes/Clogs and Mules/Naot Footwear/7830005.303876.jpg,9,2,3,3,6,155,1023,1170,6032,6129,6162,6169,6169,105,499
32607,Shoes/Oxfords/Fratelli Rossetti/8007219.3287.jpg,8,0,18,26,527,3210,5088,6598,6979,7104,7142,7149,7149,1840,232
45150,Boots/Ankle/Polo Ralph Lauren/8073047.1082.jpg,1,0,8,30,40,4388,9341,13270,14378,14720,14817,14830,14830,1176,2308
28972,Boots/Mid-Calf/Paul Smith/7992406.5291.jpg,4,2,22,60,337,1072,1362,1598,1658,3973,3991,3995,3995,1679,515
40636,Sandals/Flat/Tommy Hilfiger/8041841.11385.jpg,3,4,15,20,93,205,220,232,237,242,244,244,244,1435,1947
40,Shoes/Loafers/Minnetonka/101430.691.jpg,6,3,9,13,15,16,16,16,16,17,17,17,17,551,259
40314,Shoes/Flats/Sam Edelman/8039648.36445.jpg,5,2,22,66,346,1517,3239,7415,7855,12339,12419,12430,12430,1367,1091
7421,Sandals/Flat/Havaianas/7608249.286279.jpg,3,5,11,57,108,1169,1506,2829,2955,2996,3010,3012,3012,1851,1439
38385,Shoes/Heels/Munro American/8030443.665.jpg,2,3,9,13,113,1016,5417,12948,14002,14333,14426,14439,14439,1258,966
39826,Shoes/Heels/Enzo Angiolini/8036460.594.jpg,2,4,25,47,221,1842,2642,4513,4736,4808,4830,4836,4836,106,67
43570,Shoes/Flats/Cole Haan/8060901.383598.jpg,5,2,22,66,224,427,1590,10969,11768,12029,12107,12118,12118,602,1219
41438,Boots/Ankle/Harley-Davidson/8045719.6.jpg,1,1,17,36,74,5370,9623,13775,14947,15310,15410,15423,15423,1139,72
25844,Boots/Mid-Calf/Bogs Kids/7976667.102432.jpg,4,5,20,81,264,2479,6762,9146,9772,9972,10045,10056,10056,540,753
4652,Shoes/Sneakers and Athletic Shoes/Merrell/7459704.354.jpg,0,1,1,1,107,1187,1528,1800,1868,1894,1901,1902,1902,1193,2539
9847,Shoes/Sneakers and Athletic Shoes/Spira/7696313.2503.jpg,0,7,14,52,87,2079,3040,3798,3982,4041,4061,4066,4066,1510,1605
36351,Shoes/Oxfords/Primigi Kids/8022950.3.jpg,8,0,18,26,311,2603,3937,5005,5259,5340,5367,5373,5373,385,2268
14161,Shoes/Sneakers and Athletic Shoes/Creative Recreation Kids/7815628.243460.jpg,0,1,4,18,149,2769,4218,5393,5673,5761,5790,5797,5797,1847,928
23568,Boots/Mid-Calf/Salvatore Ferragamo/7964200.275.jpg,4,4,25,73,161,505,6329,8458,9027,9205,9269,9280,9280,1443,1433
32275,Shoes/Loafers/Rieker/8004964.3.jpg,6,3,9,13,15,2944,4539,5847,6163,6266,6299,6306,6306,1405,296
32759,Boots/Ankle/Ariat/8008046.3.jpg,1,3,9,34,377,2194,3210,11370,12213,12483,12563,12574,12574,403,2066
33605,Shoes/Sneakers and Athletic Shoes/Finn Comfort/8013374.367322.jpg,0,3,9,34,304,4819,8361,11655,12535,12816,12897,12908,12908,158,455
23486,Boots/Ankle/Sorel Kids/7963573.3.jpg,1,1,2,63,367,3823,6324,8452,9019,9197,9261,9272,9272,77,348
36721,Boots/Ankle/Tundra Boots/8024290.3.jpg,1,6,27,80,510,4042,6976,12472,13452,13767,13854,13865,13865,212,1783
21183,Sandals/Flat/Onex/7925397.210555.jpg,3,3,6,12,23,364,2394,2933,3069,3114,4926,4932,4932,820,715
