,path,class,image_id,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_15,label_gran_20,label_gran_25,label_gran_30,label_gran_50,label_gran_70,label_gran_100,label_gran_150,label_gran_200,label_gran_300
9149,156.White_eyed_Vireo/White_Eyed_Vireo_0118_159036.jpg,156,9150,2,19,120,503,563,2968,3245,413,3088,626,4977,3259,5047,1678
9153,156.White_eyed_Vireo/White_Eyed_Vireo_0071_159072.jpg,156,9154,0,21,118,522,1525,3375,741,2776,5882,4334,1025,5038,4875,1398
9155,156.White_eyed_Vireo/White_Eyed_Vireo_0125_159078.jpg,156,9156,4,29,93,672,1269,3718,2475,2712,2279,4214,3819,4859,3479,4433
9156,156.White_eyed_Vireo/White_Eyed_Vireo_0033_159079.jpg,156,9157,6,16,73,764,383,2787,3372,4581,3413,206,5245,4366,5719,214
9157,156.White_eyed_Vireo/White_Eyed_Vireo_0015_159081.jpg,156,9158,5,27,27,385,149,2670,709,3982,378,5074,5920,4014,1914,337
9159,156.White_eyed_Vireo/White_Eyed_Vireo_0080_159087.jpg,156,9160,3,4,6,469,464,4161,2139,769,216,3548,194,5213,3834,4277
9160,156.White_eyed_Vireo/White_Eyed_Vireo_0019_159095.jpg,156,9161,4,3,78,553,314,435,5264,4624,4679,5095,513,4208,4233,3902
9161,156.White_eyed_Vireo/White_Eyed_Vireo_0040_159101.jpg,156,9162,5,5,67,315,1078,19,2359,3647,2655,5378,4435,106,1206,2897
9162,156.White_eyed_Vireo/White_Eyed_Vireo_0085_159119.jpg,156,9163,3,4,2,528,1304,3060,1039,3028,1238,3774,5200,939,48,5033
9163,156.White_eyed_Vireo/White_Eyed_Vireo_0032_159145.jpg,156,9164,5,27,125,135,1086,2001,401,3871,2437,4218,819,2651,1100,4487
9165,156.White_eyed_Vireo/White_Eyed_Vireo_0002_159180.jpg,156,9166,4,15,123,311,935,2524,4829,327,3884,168,4424,3280,4124,1031
9166,156.White_eyed_Vireo/White_Eyed_Vireo_0082_159186.jpg,156,9167,1,12,19,277,2246,703,982,4932,1290,2868,5324,3941,5948,1310
9177,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0052_794973.jpg,157,9178,3,4,56,722,1123,3993,4802,149,2734,1629,804,2436,5255,3040
9183,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0008_159573.jpg,157,9184,7,28,45,114,146,2086,1110,1288,3310,1833,4930,4258,5077,3996
9184,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0079_159576.jpg,157,9185,7,28,45,380,52,748,1924,797,5090,2787,4179,5195,2756,180
9188,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0077_159581.jpg,157,9189,1,12,60,26,565,2137,984,4128,3992,2531,3524,828,5486,1225
9189,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0003_794974.jpg,157,9190,1,12,60,623,377,3513,244,1532,3942,4036,3766,622,4614,5083
9190,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0073_159583.jpg,157,9191,4,29,32,616,1094,3911,16,1681,4868,5347,3802,5812,5195,1503
9191,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0009_794976.jpg,157,9192,4,15,123,20,1757,3884,2104,3276,334,5422,3927,3512,3843,4933
9192,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0012_794977.jpg,157,9193,6,7,80,521,1551,1306,1150,5234,2290,3055,5265,520,3234,2844
9196,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0029_794985.jpg,157,9197,4,29,32,152,1328,2942,5260,1932,3496,3246,2260,2859,4699,976
9198,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0036_159595.jpg,157,9199,2,19,105,441,829,1562,3504,360,538,723,4329,1695,3822,686
9199,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0017_794988.jpg,157,9200,1,12,19,696,2131,2674,1112,3920,4473,842,2553,5910,3139,1051
9201,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0080_794990.jpg,157,9202,4,15,123,311,935,1611,2505,1828,2384,576,543,2491,4074,3690
9202,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0035_794991.jpg,157,9203,3,4,2,87,907,3381,948,5183,4387,3007,4459,3578,3309,3742
9203,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0064_794992.jpg,157,9204,3,4,2,438,1033,165,5048,2846,4390,958,4596,5059,735,4987
9205,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0058_794994.jpg,157,9206,1,20,42,639,1605,3132,1004,4328,5754,4909,3965,3467,3201,2183
9206,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0041_794998.jpg,157,9207,4,15,18,442,226,3090,3496,2976,618,2241,4588,4109,4256,2319
9208,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0075_795004.jpg,157,9209,4,29,14,112,2190,1554,645,3772,5414,5769,4111,4278,2796,1194
9209,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0066_795007.jpg,157,9210,4,29,82,52,184,3220,3430,1452,5828,1523,3235,5248,5284,1759
9210,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0028_795008.jpg,157,9211,4,29,82,595,223,3190,1519,5327,5720,2918,4351,4852,803,511
9211,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0025_795009.jpg,157,9212,3,4,56,710,493,1391,3979,5088,2529,3808,5010,2061,4305,3616
9213,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0040_159624.jpg,157,9214,3,9,47,465,2017,918,2664,318,700,2631,5474,5735,3831,3947
9217,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0032_159632.jpg,157,9218,2,31,101,648,673,3451,1007,400,3172,516,2958,4540,2230,5030
9219,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0054_159635.jpg,157,9220,6,7,127,670,1428,3252,3732,1707,1405,874,5648,4634,5577,360
9220,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0084_159639.jpg,157,9221,4,29,82,595,223,1330,292,779,677,1313,2183,4917,998,494
9222,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0070_159602.jpg,157,9223,3,24,11,558,1600,2946,4667,4667,3160,5315,3281,3059,5422,2981
9223,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0046_159668.jpg,157,9224,3,4,6,398,764,1003,3178,4481,1066,3521,4419,5090,3494,803
9224,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0063_159677.jpg,157,9225,3,9,112,557,121,1270,4461,1464,2666,2525,5400,5764,4916,1027
9225,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0026_159686.jpg,157,9226,4,29,32,493,606,3617,3048,3724,2802,3218,234,1294,4500,4014
9226,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0006_159693.jpg,157,9227,4,15,18,186,895,511,2158,3079,1046,68,3673,2608,5536,1026
9227,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0078_159694.jpg,157,9228,0,14,7,6,1265,2348,2401,322,2246,4174,2250,2431,1156,5604
9231,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0026_159744.jpg,158,9232,5,27,27,539,2175,2053,3792,795,781,4280,5902,4811,4393,2711
9233,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0099_159753.jpg,158,9234,5,27,15,56,1913,2866,4298,1408,2711,4000,2518,3864,875,160
9234,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0055_159740.jpg,158,9235,4,29,32,129,408,2519,2095,4942,5609,2587,10,2597,1971,1938
9235,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0093_159764.jpg,158,9236,0,14,7,727,105,3551,178,1576,521,4259,4045,5341,379,101
9236,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0062_159783.jpg,158,9237,4,29,93,265,2215,2215,2478,1657,3819,3772,5055,4589,2978,5151
9240,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0112_159839.jpg,158,9241,5,5,67,679,758,879,49,1750,2787,1906,3041,1566,5834,1458
9241,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0086_159860.jpg,158,9242,5,27,27,280,979,3724,5156,4094,2777,2305,1181,2376,3122,5012
9243,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0060_159863.jpg,158,9244,1,12,64,158,245,2294,2418,4081,3793,5610,3447,2386,3846,257
9246,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0109_159883.jpg,158,9247,2,31,100,593,324,1928,1124,4443,1884,3127,101,3592,1005,3263
9250,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0033_159912.jpg,158,9251,5,27,125,135,1127,2977,909,3756,2457,2676,5282,1884,3377,5508
9252,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0071_797108.jpg,158,9253,7,28,85,374,1175,1787,81,1548,3653,568,2551,3056,5848,2125
9254,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0095_797113.jpg,158,9255,4,15,18,186,1210,205,1660,4386,4579,662,4469,253,1176,1546
9255,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0072_797114.jpg,158,9256,7,22,58,32,1134,488,3462,1511,5776,5345,5704,1807,1748,1989
9260,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0087_797122.jpg,158,9261,6,2,35,704,2029,2564,1557,4348,11,3284,363,1021,676,1556
9262,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0052_797125.jpg,158,9263,7,28,45,114,146,649,3613,5101,3026,195,5224,3535,224,2530
9264,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0049_797129.jpg,158,9265,7,22,79,130,478,2589,1807,1699,5773,2034,2177,551,5615,5061
9268,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0045_797135.jpg,158,9269,3,23,4,161,2351,3282,4883,4023,4767,523,20,5267,1160,4231
9270,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0073_797138.jpg,158,9271,6,2,35,550,2023,1148,4681,1549,790,1572,4349,2821,1398,104
9272,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0100_797142.jpg,158,9273,5,27,27,314,825,1161,3162,778,3537,4962,1642,2769,5289,3734
9273,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0105_797143.jpg,158,9274,5,5,38,200,615,1649,345,4519,5560,5005,430,5644,2820,1830
9274,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0077_797144.jpg,158,9275,3,4,56,127,125,3333,1686,1671,1644,771,3013,2740,2654,4694
9276,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0081_159963.jpg,158,9277,2,19,113,767,1823,986,4720,4063,4932,19,3883,5932,4730,2050
9280,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0097_159974.jpg,158,9281,5,30,117,514,1334,3661,1168,5130,1769,4959,28,3368,780,1677
9282,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0078_797163.jpg,158,9283,4,29,82,691,514,2922,2956,3856,722,2943,1632,3907,1776,5688
9283,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0012_797171.jpg,158,9284,7,28,85,1,152,2878,1489,1661,580,1848,1677,2262,1047,2831
9285,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0011_159736.jpg,158,9286,6,2,35,328,1716,1359,3983,2477,612,3310,5757,4495,2735,4110
9286,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0020_159737.jpg,158,9287,5,8,90,520,2173,2887,3647,2201,1909,5668,2018,4879,5062,1696
9287,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0005_159739.jpg,158,9288,5,27,102,609,2288,3465,4132,382,4988,4004,5070,2382,1298,3164
9289,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0079_159998.jpg,158,9290,4,15,18,543,870,1342,1307,5417,2541,1860,2652,5037,5652,2881
9290,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0089_797141.jpg,158,9291,5,5,38,649,2188,2861,85,2714,125,1919,72,5091,1170,5909
9291,159.Black_and_white_Warbler/Black_And_White_Warbler_0031_160773.jpg,159,9292,5,27,27,280,2291,320,5232,3268,1533,4687,2163,3764,251,1494
9292,159.Black_and_white_Warbler/Black_And_White_Warbler_0048_160287.jpg,159,9293,3,23,46,765,1140,1078,2961,1718,2103,5312,1638,5456,916,75
9294,159.Black_and_white_Warbler/Black_And_White_Warbler_0098_160808.jpg,159,9295,1,12,64,4,22,336,2693,2558,3095,601,160,165,5090,4183
9298,159.Black_and_white_Warbler/Black_And_White_Warbler_0001_160352.jpg,159,9299,7,13,25,559,1426,2518,356,2973,1203,321,5878,634,22,287
9299,159.Black_and_white_Warbler/Black_And_White_Warbler_0072_160353.jpg,159,9300,6,25,21,776,696,2509,3104,2988,910,3545,3394,1798,2780,1231
9301,159.Black_and_white_Warbler/Black_And_White_Warbler_0074_160361.jpg,159,9302,6,2,10,235,1694,1579,3845,3392,1823,3850,5739,3749,3554,2404
9303,159.Black_and_white_Warbler/Black_And_White_Warbler_0078_160365.jpg,159,9304,4,3,41,497,1336,2849,4536,3929,69,4863,4195,675,2637,1554
9304,159.Black_and_white_Warbler/Black_And_White_Warbler_0117_160369.jpg,159,9305,5,5,38,715,835,2957,1256,1003,4744,3636,1875,4726,3766,3304
9306,159.Black_and_white_Warbler/Black_And_White_Warbler_0028_160371.jpg,159,9307,5,5,67,78,2342,1634,1936,1007,147,2206,166,2371,3042,2966
9307,159.Black_and_white_Warbler/Black_And_White_Warbler_0080_160375.jpg,159,9308,0,14,7,727,1171,215,3630,4009,3442,2172,1487,4949,4375,3735
9310,159.Black_and_white_Warbler/Black_And_White_Warbler_0119_160898.jpg,159,9311,6,7,80,509,1637,3489,1201,3999,387,5241,1004,3027,1037,1916
9312,159.Black_and_white_Warbler/Black_And_White_Warbler_0095_160406.jpg,159,9313,6,2,35,758,1013,1549,4632,5438,2511,4673,1671,3025,3870,5854
9313,159.Black_and_white_Warbler/Black_And_White_Warbler_0018_160438.jpg,159,9314,7,13,25,430,1797,675,3548,4913,2978,5774,730,194,5364,3956
9314,159.Black_and_white_Warbler/Black_And_White_Warbler_0077_160440.jpg,159,9315,6,2,35,758,1013,3268,196,2686,366,4525,232,1640,5081,2436
9316,159.Black_and_white_Warbler/Black_And_White_Warbler_0022_160512.jpg,159,9317,7,6,8,248,1411,3978,2108,1469,5469,331,5268,2221,5944,413
9317,159.Black_and_white_Warbler/Black_And_White_Warbler_0053_160010.jpg,159,9318,4,15,18,186,1210,3056,3433,4428,2608,5338,1345,4902,2861,1249
9321,159.Black_and_white_Warbler/Black_And_White_Warbler_0127_160031.jpg,159,9322,6,7,111,162,1384,3868,4864,871,1448,3911,4929,5041,892,4709
9323,159.Black_and_white_Warbler/Black_And_White_Warbler_0057_160037.jpg,159,9324,6,7,80,509,1637,3489,221,997,4222,2584,3749,2427,940,5504
9325,159.Black_and_white_Warbler/Black_And_White_Warbler_0081_110906.jpg,159,9326,6,2,10,513,1560,3758,130,4508,3134,4710,4677,3213,2929,4420
9327,159.Black_and_white_Warbler/Black_And_White_Warbler_0102_160073.jpg,159,9328,6,2,35,758,1013,3268,196,4542,2710,509,5706,5193,3960,1654
9330,159.Black_and_white_Warbler/Black_And_White_Warbler_0051_160603.jpg,159,9331,5,5,38,715,835,2957,1256,5194,3953,1220,1416,1085,5648,2845
9331,159.Black_and_white_Warbler/Black_And_White_Warbler_0035_160102.jpg,159,9332,5,5,67,78,2342,1009,4768,5045,5294,3972,3301,1573,3806,441
9334,159.Black_and_white_Warbler/Black_And_White_Warbler_0065_160111.jpg,159,9335,4,29,14,198,1197,4123,343,1528,2513,3890,3768,1755,3096,3364
9335,159.Black_and_white_Warbler/Black_And_White_Warbler_0041_160639.jpg,159,9336,7,22,79,130,1293,3439,2886,5509,3809,631,1169,1383,4223,5910
9336,159.Black_and_white_Warbler/Black_And_White_Warbler_0115_160654.jpg,159,9337,6,7,80,509,1637,3489,1201,3537,1513,332,2698,5205,1024,1887
9339,159.Black_and_white_Warbler/Black_And_White_Warbler_0086_160836.jpg,159,9340,7,22,16,326,1856,4069,1135,2868,727,572,672,1888,4058,5657
9341,159.Black_and_white_Warbler/Black_And_White_Warbler_0021_160686.jpg,159,9342,5,5,38,715,835,594,2295,3986,3150,1837,5219,2081,1672,4532
9344,159.Black_and_white_Warbler/Black_And_White_Warbler_0046_160202.jpg,159,9345,0,21,31,266,462,2075,5242,4478,609,4696,928,3588,4150,1002
9349,159.Black_and_white_Warbler/Black_And_White_Warbler_0007_160758.jpg,159,9350,0,14,98,744,541,3904,2026,4738,1012,44,4830,2250,4218,533
9350,159.Black_and_white_Warbler/Black_And_White_Warbler_0060_160764.jpg,159,9351,5,8,90,181,162,3395,4942,1414,801,4783,271,4565,1040,5373
9353,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0004_161404.jpg,160,9354,7,28,45,380,1978,2188,3168,3788,1095,5282,2106,523,5315,4699
9356,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0121_161418.jpg,160,9357,5,5,38,715,2327,2602,2779,2876,3317,3564,4853,2414,4100,572
9357,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0081_161427.jpg,160,9358,6,7,80,591,522,3517,4912,3365,335,4560,5228,1395,2063,2154
9358,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0043_161438.jpg,160,9359,5,5,67,449,1576,2932,1575,1251,3937,3066,1076,5347,5124,377
9359,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0083_161462.jpg,160,9360,1,12,60,350,1667,3217,4718,4950,3670,4998,5462,749,171,5545
9360,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0090_161507.jpg,160,9361,7,28,45,95,1114,3790,2787,2085,974,2392,949,2032,3029,1770
9363,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0042_161512.jpg,160,9364,1,20,51,225,1222,186,2209,1208,318,3487,801,4228,5806,913
9364,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0036_161517.jpg,160,9365,0,26,106,321,2335,345,223,5250,4922,4960,2067,989,4712,3533
9366,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0106_161523.jpg,160,9367,6,2,10,235,1694,1837,730,2484,414,1389,1987,1204,4288,1880
9368,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0002_161533.jpg,160,9369,7,6,9,729,2317,69,4736,3674,3092,5642,5208,2161,2351,3178
9370,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0133_161539.jpg,160,9371,5,5,67,627,1520,824,2512,3740,4360,5487,924,3780,4852,4428
9371,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0123_161542.jpg,160,9372,6,25,21,361,2187,2073,3344,5063,2698,2914,2507,4929,4714,1444
9372,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0006_161557.jpg,160,9373,0,26,106,321,819,3876,3936,4292,3917,3339,2907,1210,17,5754
9373,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0073_161558.jpg,160,9374,6,2,33,39,1735,214,3241,944,782,4065,4208,4371,1592,734
9375,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0024_161619.jpg,160,9376,3,9,112,557,738,1881,131,2229,4467,3981,5663,5972,4311,4493
9380,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0010_161169.jpg,160,9381,2,31,101,282,1108,265,2845,3317,4266,149,2741,4759,1728,5134
9381,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0060_161644.jpg,160,9382,4,15,18,217,627,1145,4804,1853,4352,3196,5297,2269,1280,3643
9385,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0050_161154.jpg,160,9386,6,25,114,518,457,1261,2528,1202,518,4069,5023,2790,514,3632
9386,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0061_161667.jpg,160,9387,3,9,0,258,214,3921,2577,4490,4277,3973,870,804,4982,5915
9387,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0054_161158.jpg,160,9388,3,9,112,557,496,1204,1474,647,1571,5205,5910,179,1395,5157
9390,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0005_161168.jpg,160,9391,7,22,58,586,286,704,980,3622,4540,3492,5370,1023,3405,5801
9392,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0130_161682.jpg,160,9393,0,14,98,744,1445,1230,5257,4399,4936,72,1099,4324,682,2717
9393,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0053_161684.jpg,160,9394,3,23,4,161,1867,1001,2862,2867,2822,4018,4559,2922,3607,3024
9399,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0037_161707.jpg,160,9400,3,9,0,8,2208,3072,5259,518,695,800,629,4496,5423,4644
9401,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0108_161714.jpg,160,9402,6,2,107,337,1594,3147,3135,5386,3020,2329,182,5428,3933,3518
9403,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0137_161207.jpg,160,9404,2,31,121,86,1505,158,3214,3191,5856,885,438,3924,1856,3416
9404,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0126_161724.jpg,160,9405,1,17,48,54,1579,1183,3231,4939,2175,5553,4441,1069,2286,4330
9405,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0063_161213.jpg,160,9406,3,9,112,557,496,1204,463,1188,1494,2853,1744,2925,4811,3489
9407,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0016_161216.jpg,160,9408,7,6,9,729,2182,3895,986,2921,824,835,5643,1001,506,5377
9408,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0017_161220.jpg,160,9409,6,2,10,599,1422,79,2936,3749,5584,4857,4664,4520,3848,5953
9410,161.Blue_winged_Warbler/Blue_Winged_Warbler_0027_161795.jpg,161,9411,2,18,57,568,1417,843,3553,1672,3398,2139,1032,1906,1573,2680
9413,161.Blue_winged_Warbler/Blue_Winged_Warbler_0043_161804.jpg,161,9414,6,2,10,625,1829,91,2348,863,82,5930,700,4704,1436,23
9414,161.Blue_winged_Warbler/Blue_Winged_Warbler_0059_162064.jpg,161,9415,4,3,41,772,1524,3502,1756,2734,1573,4104,4342,4303,1250,4430
9416,161.Blue_winged_Warbler/Blue_Winged_Warbler_0091_162051.jpg,161,9417,5,27,27,539,2258,3555,4646,2512,5060,4093,710,4983,4037,5365
9420,161.Blue_winged_Warbler/Blue_Winged_Warbler_0012_162086.jpg,161,9421,0,14,43,292,295,229,2262,4137,2637,5056,824,3464,2138,2621
9422,161.Blue_winged_Warbler/Blue_Winged_Warbler_0005_162095.jpg,161,9423,6,2,35,550,27,290,3415,580,1345,5755,4556,2066,5964,2600
9423,161.Blue_winged_Warbler/Blue_Winged_Warbler_0075_161844.jpg,161,9424,2,18,76,659,1521,2659,2541,5308,5023,550,5126,4427,4726,4306
9424,161.Blue_winged_Warbler/Blue_Winged_Warbler_0036_161758.jpg,161,9425,0,21,83,5,659,1093,4934,5237,1934,2500,2811,1527,5849,4356
9426,161.Blue_winged_Warbler/Blue_Winged_Warbler_0021_161858.jpg,161,9427,4,15,123,311,935,2676,3815,1331,5610,3368,5776,1530,5316,4266
9428,161.Blue_winged_Warbler/Blue_Winged_Warbler_0034_161861.jpg,161,9429,4,0,29,403,166,3292,545,500,4582,2038,2626,2919,2753,553
9429,161.Blue_winged_Warbler/Blue_Winged_Warbler_0054_161862.jpg,161,9430,4,0,1,459,1308,2809,4551,1316,4241,3956,2686,750,3929,2493
9431,161.Blue_winged_Warbler/Blue_Winged_Warbler_0018_161871.jpg,161,9432,3,9,0,317,1115,2533,162,4609,3510,5222,5453,3362,2421,3230
9433,161.Blue_winged_Warbler/Blue_Winged_Warbler_0020_161875.jpg,161,9434,4,15,18,489,23,563,2874,3504,4558,2686,1046,1391,5198,5742
9436,161.Blue_winged_Warbler/Blue_Winged_Warbler_0009_161880.jpg,161,9437,4,15,18,489,23,563,3074,2244,649,5838,2221,223,2743,5400
9437,161.Blue_winged_Warbler/Blue_Winged_Warbler_0040_161883.jpg,161,9438,3,23,75,665,2224,998,838,265,2928,735,1290,4105,2377,2987
9440,161.Blue_winged_Warbler/Blue_Winged_Warbler_0002_161890.jpg,161,9441,3,4,56,76,1441,2909,1241,1054,504,860,5211,615,5017,4358
9441,161.Blue_winged_Warbler/Blue_Winged_Warbler_0076_161894.jpg,161,9442,4,15,18,151,1023,964,1724,4228,1982,4081,1790,1392,261,4926
9443,161.Blue_winged_Warbler/Blue_Winged_Warbler_0071_161900.jpg,161,9444,5,5,109,446,852,3529,2589,4812,3556,3117,4621,4375,4264,5477
9444,161.Blue_winged_Warbler/Blue_Winged_Warbler_0079_161909.jpg,161,9445,3,9,0,367,1341,533,1541,4764,4201,535,5736,2124,2799,1020
9445,161.Blue_winged_Warbler/Blue_Winged_Warbler_0023_161774.jpg,161,9446,3,9,112,212,2079,2765,3131,3853,2090,5658,2209,2272,1650,3750
9446,161.Blue_winged_Warbler/Blue_Winged_Warbler_0014_161783.jpg,161,9447,2,1,20,437,2292,837,3599,4779,441,3388,5592,667,428,5779
9449,161.Blue_winged_Warbler/Blue_Winged_Warbler_0035_161741.jpg,161,9450,1,17,115,244,1730,2811,171,1957,1492,3026,3610,4819,3544,1520
9453,161.Blue_winged_Warbler/Blue_Winged_Warbler_0037_161999.jpg,161,9454,4,15,123,583,2211,2302,1075,906,1838,3020,2549,4554,1862,667
9457,161.Blue_winged_Warbler/Blue_Winged_Warbler_0044_161760.jpg,161,9458,4,15,123,274,804,3127,1219,639,1027,3719,1163,193,1479,2241
9459,161.Blue_winged_Warbler/Blue_Winged_Warbler_0077_162021.jpg,161,9460,1,12,53,506,1717,3346,1099,3135,2274,1127,5488,495,5253,2639
9460,161.Blue_winged_Warbler/Blue_Winged_Warbler_0051_161766.jpg,161,9461,4,15,18,442,2214,3323,3809,701,3381,3503,4989,2157,4411,5026
9463,161.Blue_winged_Warbler/Blue_Winged_Warbler_0082_161772.jpg,161,9464,4,15,18,543,2280,1845,2547,3568,2603,3185,657,5770,2717,2332
9464,161.Blue_winged_Warbler/Blue_Winged_Warbler_0032_162029.jpg,161,9465,4,3,65,144,1468,756,4904,1492,4760,3753,1896,385,2066,5087
9467,161.Blue_winged_Warbler/Blue_Winged_Warbler_0028_161787.jpg,161,9468,4,15,123,311,935,1611,1555,2959,3101,3165,3859,1029,696,1841
9468,161.Blue_winged_Warbler/Blue_Winged_Warbler_0092_162044.jpg,161,9469,4,0,29,483,849,4138,3028,4693,1279,284,4303,4391,4871,1320
9473,162.Canada_Warbler/Canada_Warbler_0121_162310.jpg,162,9474,7,13,97,74,2147,850,3930,4208,531,850,1555,5437,3477,4145
9476,162.Canada_Warbler/Canada_Warbler_0021_162325.jpg,162,9477,3,9,112,212,1011,2090,1962,2068,5020,2636,4088,372,3108,99
9477,162.Canada_Warbler/Canada_Warbler_0048_162326.jpg,162,9478,6,16,86,644,883,2561,1015,262,5413,1573,4878,3979,1350,2971
9479,162.Canada_Warbler/Canada_Warbler_0039_162330.jpg,162,9480,3,4,56,722,1940,1934,4853,1097,2126,1984,3220,2953,518,5792
9480,162.Canada_Warbler/Canada_Warbler_0004_162224.jpg,162,9481,5,27,125,572,1838,3437,5007,1902,365,5037,287,4447,3167,36
9482,162.Canada_Warbler/Canada_Warbler_0088_162341.jpg,162,9483,2,31,100,41,1851,2694,2239,3805,4234,3170,5214,188,5934,5100
9483,162.Canada_Warbler/Canada_Warbler_0087_162342.jpg,162,9484,1,11,63,64,1545,1567,1091,1654,5286,3485,2407,2914,1094,5804
