,label_gran_14,label_gran_13,label_gran_12,label_gran_11,label_gran_10,label_gran_9,label_gran_8,label_gran_7,label_gran_6,label_gran_5,label_gran_4,label_gran_3,label_gran_2,label_gran_1,label_gran_0,class,path
29634,1362,681,340,170,85,42,21,10,5,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/8058594.382712.jpg
29635,33371,16689,8346,4176,2091,1048,526,265,134,68,36,20,13,11,10,10,Slippers/Slipper Flats/Haflinger/7801873.401.jpg
29636,18925,9463,4732,2367,1184,592,296,149,75,38,19,10,6,4,3,3,Sandals/Flat/Birkenstock/7616338.330074.jpg
29637,34667,17337,8670,4338,2172,1088,546,275,139,71,38,22,15,13,12,12,Shoes/Firstwalker/Naturino/7987218.1334.jpg
29638,14994,7497,3749,1875,938,469,235,118,60,30,15,8,5,3,2,2,Shoes/Heels/Rieker/7760490.6990.jpg
29639,28111,14057,7029,3516,1760,880,442,222,112,57,29,16,9,7,6,6,Shoes/Loafers/Dockers/8023496.371021.jpg
29640,12212,6106,3053,1527,763,381,191,96,48,24,12,6,3,2,1,1,Boots/Ankle/Dr. Martens/8004440.365149.jpg
29641,6241,3120,1560,780,390,195,97,48,24,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans Kids/7890270.375063.jpg
29642,2997,1498,749,374,187,93,46,23,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Macbeth/7399238.401746.jpg
29643,3314,1657,828,414,207,103,51,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/El Naturalista/7862570.314728.jpg
29644,16669,8335,4168,2084,1042,521,261,131,66,33,17,9,5,3,2,2,Shoes/Heels/Nine West/8113201.78709.jpg
29645,31073,15539,7770,3887,1946,974,489,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Allen-Edmonds/7559070.14148.jpg
29646,32093,16050,8026,4015,2010,1007,506,255,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Spring Step/7607253.1141.jpg
29647,11237,5618,2809,1405,702,351,176,88,44,22,11,6,3,2,1,1,Boots/Ankle/Sebago/8026173.371661.jpg
29648,2884,1442,721,360,180,90,45,22,11,5,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SIDI/8118352.162445.jpg
29649,7487,3743,1871,935,467,233,116,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Reebok/8009605.373680.jpg
29650,20049,10025,5013,2507,1254,627,314,158,80,40,20,11,6,4,3,3,Sandals/Flat/Reef/7775419.7339.jpg
29651,31700,15853,7927,3965,1985,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/Frye/7594667.301558.jpg
29652,24379,12191,6096,3049,1526,763,383,193,98,50,26,14,8,6,5,5,Shoes/Flats/DV by Dolce Vita/8122734.385.jpg
29653,20209,10105,5053,2527,1264,632,316,159,80,40,20,11,6,4,3,3,Sandals/Flat/Mephisto/113602.122.jpg
29654,16265,8133,4067,2034,1017,509,255,128,65,33,17,9,5,3,2,2,Shoes/Heels/Anne Klein/8002073.184772.jpg
29655,599,299,149,74,37,18,9,4,2,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/7882763.3.jpg
29656,24217,12110,6055,3029,1516,758,380,191,97,49,25,13,7,5,4,4,Boots/Mid-Calf/Gabriella Rocha/7762084.5775.jpg
29657,4452,2226,1113,556,278,139,69,34,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Utility/7719058.3.jpg
29658,32133,16070,8036,4020,2013,1008,506,255,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Sanita/7837790.89.jpg
29659,33165,16586,8294,4150,2078,1041,523,263,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/UGG Kids/112358.3.jpg
29660,14305,7153,3577,1789,895,448,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/Trotters/7820032.300933.jpg
29661,17252,8627,4314,2158,1080,540,270,136,69,35,18,10,6,4,3,3,Sandals/Flat/Worishofer/7979210.14.jpg
29662,4858,2429,1214,607,303,151,75,37,18,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Merrell/7986954.359514.jpg
29663,21381,10692,5346,2674,1338,669,335,169,86,43,22,12,7,5,4,4,Boots/Mid-Calf/Annie/8015954.10390.jpg
29664,14097,7049,3525,1763,882,441,221,111,56,28,14,8,5,3,2,2,Shoes/Heels/Vaneli/7975594.99.jpg
29665,15431,7716,3858,1929,965,483,242,122,62,31,16,9,5,3,2,2,Shoes/Heels/Think!/8007515.43742.jpg
29666,33307,16657,8330,4168,2087,1046,525,264,133,68,36,20,13,11,10,10,Slippers/Slipper Flats/Woolrich/8029305.859.jpg
29667,7612,3806,1903,951,475,237,118,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7885654.1829.jpg
29668,24380,12191,6096,3049,1526,763,383,193,98,50,26,14,8,6,5,5,Shoes/Flats/Stride Rite/7897291.3.jpg
29669,4598,2299,1149,574,287,143,71,35,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/DC/7270779.11038.jpg
29670,24817,12410,6205,3104,1553,777,390,196,99,50,26,14,8,6,5,5,Shoes/Flats/Miz Mooz/8031706.718.jpg
29671,7784,3892,1946,973,486,243,121,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7382137.374509.jpg
29672,3425,1712,856,428,214,107,53,26,13,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Lakai/7863200.487.jpg
29673,25111,12557,6279,3141,1572,786,394,198,100,51,26,14,8,6,5,5,Shoes/Flats/Pazitos/7843969.3.jpg
29674,18248,9125,4563,2282,1142,571,286,144,73,37,19,10,6,4,3,3,Sandals/Flat/Ahnu/8061460.3.jpg
29675,15706,7853,3927,1964,982,491,246,124,63,32,16,9,5,3,2,2,Shoes/Heels/Lumiani/8093417.535.jpg
29676,32051,16028,8015,4009,2007,1005,504,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Lloyd/8045751.25697.jpg
29677,3824,1912,956,478,239,119,59,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vivobarefoot/7841199.3.jpg
29678,14317,7159,3580,1790,895,448,224,113,57,29,15,8,5,3,2,2,Shoes/Heels/Donald J Pliner/8050259.139.jpg
29679,13857,6929,3465,1733,867,434,217,109,55,28,14,8,5,3,2,2,Shoes/Heels/Clarks/8078793.89.jpg
29680,22413,11208,5604,2803,1403,702,352,177,90,45,23,12,7,5,4,4,Boots/Mid-Calf/Baffin Kids/8053967.3.jpg
29681,1502,751,375,187,93,46,23,11,5,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7799169.367985.jpg
29682,34506,17257,8630,4318,2162,1083,544,274,139,71,38,22,15,13,12,12,Shoes/Firstwalker/Umi Kids/7993999.3091.jpg
29683,12679,6339,3170,1585,792,396,198,99,50,25,12,6,3,2,1,1,Boots/Ankle/Rieker/7658717.1162.jpg
29684,15300,7650,3825,1913,957,479,240,121,61,31,16,9,5,3,2,2,Shoes/Heels/Diba/7941352.564.jpg
29685,26389,13196,6598,3300,1651,826,414,208,105,53,27,14,8,6,5,5,Shoes/Flats/Arcopedico/8029313.401.jpg
29686,7866,3933,1966,983,491,245,122,61,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/ECCO Golf/7606075.324597.jpg
29687,3716,1858,929,464,232,116,58,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/7982039.357736.jpg
29688,33762,16885,8444,4225,2115,1060,532,268,135,69,36,20,13,11,10,10,Slippers/Slipper Flats/Haflinger Kids/7968476.9589.jpg
29689,27876,13940,6971,3487,1745,873,438,220,111,57,29,16,9,7,6,6,Shoes/Loafers/Donald J Pliner/7688471.3461.jpg
29690,15322,7661,3831,1916,958,479,240,121,61,31,16,9,5,3,2,2,Shoes/Heels/Soft Style/7828638.141813.jpg
29691,803,401,200,100,50,25,12,6,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Columbia/7887973.347838.jpg
29692,11739,5869,2935,1468,734,367,184,92,46,23,11,6,3,2,1,1,Boots/Ankle/GoLite/7977655.356365.jpg
29693,19400,9701,4851,2426,1214,607,304,153,77,39,20,11,6,4,3,3,Sandals/Flat/Aravon/7513152.9.jpg
29694,3297,1648,824,412,206,103,51,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Keen Kids/8068162.387194.jpg
29695,23791,11897,5949,2976,1489,745,373,188,95,48,24,13,7,5,4,4,Boots/Mid-Calf/Baffin Kids/8053969.3.jpg
29696,9656,4828,2414,1207,603,301,151,76,38,19,9,5,3,2,1,1,Boots/Ankle/Crocs Kids/7992082.60321.jpg
29697,7500,3750,1875,937,468,234,117,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Macbeth/8079629.297931.jpg
29698,26658,13330,6665,3334,1668,834,418,210,106,54,28,15,8,6,5,5,Shoes/Flats/Stuart Weitzman/7977997.38010.jpg
29699,3956,1978,989,494,247,123,61,30,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Outdoor/7983349.358221.jpg
29700,4030,2015,1007,503,251,125,62,31,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/The North Face/7896049.363844.jpg
29701,1695,847,423,211,105,52,26,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance/7977948.9.jpg
29702,19666,9834,4917,2459,1230,615,308,155,78,39,20,11,6,4,3,3,Sandals/Flat/Birkenstock/7750121.208913.jpg
29703,17534,8768,4384,2193,1097,549,275,139,70,35,18,10,6,4,3,3,Sandals/Flat/OluKai Kids/7773794.273304.jpg
29704,28017,14010,7006,3505,1754,877,440,221,112,57,29,16,9,7,6,6,Shoes/Loafers/SKECHERS/7991356.139.jpg
29705,28880,14442,7222,3613,1808,904,454,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Rockport/7895481.362994.jpg
29706,21842,10922,5461,2732,1367,684,343,173,88,44,22,12,7,5,4,4,Boots/Mid-Calf/Baffin Kids/8053980.275.jpg
29707,5963,2981,1490,745,372,186,93,46,23,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Stride Rite/126019.72.jpg
29708,5807,2903,1451,725,362,181,90,45,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/DC Kids/7365133.2713.jpg
29709,17579,8790,4395,2198,1100,550,275,139,70,35,18,10,6,4,3,3,Sandals/Flat/pediped/7902238.289.jpg
29710,22493,11248,5624,2813,1408,704,353,178,90,45,23,12,7,5,4,4,Boots/Mid-Calf/UGG Kids/8045303.18.jpg
29711,14890,7445,3723,1862,931,466,233,117,59,30,15,8,5,3,2,2,Shoes/Heels/Nine West/8113201.36609.jpg
29712,13438,6719,3360,1680,840,420,210,106,54,27,14,8,5,3,2,2,Shoes/Heels/McQ/8081752.393277.jpg
29713,25551,12777,6389,3196,1599,800,401,202,102,52,27,14,8,6,5,5,Shoes/Flats/KORS Michael Kors/7876367.37437.jpg
29714,19270,9636,4818,2410,1206,603,302,152,77,39,20,11,6,4,3,3,Sandals/Flat/New Balance Classics/7196336.401.jpg
29715,7170,3585,1792,896,448,224,112,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Lacoste Kids/8021990.144.jpg
29716,19986,9994,4997,2499,1250,625,313,158,80,40,20,11,6,4,3,3,Sandals/Flat/Onex/7762368.10883.jpg
29717,5732,2866,1433,716,358,179,89,44,22,11,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Shimano/7727854.744.jpg
29718,32523,16265,8134,4069,2037,1020,512,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Crocs Kids/7932736.127235.jpg
29719,33886,16947,8475,4240,2123,1064,534,269,136,69,36,20,13,11,10,10,Slippers/Slipper Flats/Daniel Green/8029164.109196.jpg
29720,30508,15256,7629,3816,1910,956,480,241,122,62,32,17,10,8,7,7,Boots/Knee High/Christin Michaels/8020291.798.jpg
29721,10698,5349,2675,1338,669,334,167,84,42,21,10,5,3,2,1,1,Boots/Ankle/Steven/8018301.72.jpg
29722,18829,9415,4708,2355,1178,589,295,149,75,38,19,10,6,4,3,3,Sandals/Flat/Juicy Couture Kids/8024238.371122.jpg
29723,34141,17074,8539,4272,2139,1072,538,271,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Frye/7599417.40.jpg
29724,25814,12908,6454,3228,1615,808,405,204,103,52,27,14,8,6,5,5,Shoes/Flats/Bloch/7949830.2023.jpg
29725,29205,14605,7303,3653,1829,915,459,231,117,60,31,17,10,8,7,7,Boots/Knee High/Hunter/7363796.3.jpg
29726,15327,7664,3832,1916,958,479,240,121,61,31,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman/8063797.193006.jpg
29727,30099,15052,7527,3765,1885,943,473,238,120,61,31,17,10,8,7,7,Boots/Knee High/Annie/8030319.368365.jpg
29728,16189,8095,4048,2024,1012,506,253,127,64,32,16,9,5,3,2,2,Shoes/Heels/Stuart Weitzman/7283928.355814.jpg
29729,24884,12443,6222,3112,1557,779,391,197,100,51,26,14,8,6,5,5,Shoes/Flats/LifeStride/7980609.902.jpg
29730,31062,15534,7768,3886,1945,974,489,246,124,63,33,18,11,9,8,8,Shoes/Oxfords/Hush Puppies/101238.665.jpg
29731,26950,13476,6738,3370,1686,843,423,213,108,55,28,15,8,6,5,5,Shoes/Flats/Rachel Kids/8025363.554.jpg
29732,30948,15477,7739,3871,1938,970,487,245,124,63,33,18,11,9,8,8,Shoes/Oxfords/John Varvatos/8015533.11414.jpg
29733,31996,16001,8001,4002,2003,1003,503,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Rockport/7555529.124426.jpg
29734,31031,15518,7760,3882,1943,973,488,245,124,63,33,18,11,9,8,8,Shoes/Oxfords/Jumping Jacks Kids/7797613.72.jpg
29735,18152,9077,4539,2270,1136,568,284,143,72,36,18,10,6,4,3,3,Sandals/Flat/Sperry Top-Sider/125424.18.jpg
29736,7447,3723,1861,930,465,232,116,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/7882160.377459.jpg
29737,9514,4757,2379,1190,595,297,149,75,38,19,9,5,3,2,1,1,Boots/Ankle/UGG/8110028.17498.jpg
29738,24424,12213,6107,3055,1529,765,384,193,98,50,26,14,8,6,5,5,Shoes/Flats/Kenneth Cole Reaction Kids/7994600.362332.jpg
29739,19297,9649,4825,2413,1207,604,302,152,77,39,20,11,6,4,3,3,Sandals/Flat/Nine West Kids/8123659.406758.jpg
29740,12888,6444,3222,1611,805,402,201,101,51,25,12,6,3,2,1,1,Boots/Ankle/Keen/7892330.326415.jpg
29741,32242,16124,8063,4034,2020,1012,508,256,129,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Alegria/7814541.209907.jpg
29742,31947,15976,7989,3996,2000,1001,502,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Johnston & Murphy/7144819.24714.jpg
29743,20135,10068,5034,2518,1260,630,315,159,80,40,20,11,6,4,3,3,Sandals/Flat/Crocs/7654374.3384.jpg
29744,5427,2713,1356,678,339,169,84,42,21,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/8029777.233643.jpg
29745,7943,3971,1985,992,496,248,124,62,31,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Outdoor/7983416.358200.jpg
29746,1673,836,418,209,104,52,26,13,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Oakley/8018363.3.jpg
29747,4380,2190,1095,547,273,136,68,34,17,8,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7965004.367507.jpg
29748,14825,7413,3707,1854,927,464,232,117,59,30,15,8,5,3,2,2,Shoes/Heels/Corso Como/8080535.392707.jpg
29749,7736,3868,1934,967,483,241,120,60,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Reebok Kids/8072672.389736.jpg
29750,16768,8384,4192,2096,1048,524,262,132,67,34,17,9,5,3,2,2,Shoes/Heels/Anne Klein/8002083.552.jpg
29751,24437,12220,6110,3056,1529,765,384,193,98,50,26,14,8,6,5,5,Shoes/Flats/Primigi Kids/8022058.89.jpg
29752,17790,8896,4448,2225,1113,557,279,141,71,36,18,10,6,4,3,3,Sandals/Flat/Eric Michael/7930381.20.jpg
29753,21916,10959,5480,2741,1372,686,344,173,88,44,22,12,7,5,4,4,Boots/Mid-Calf/Old Gringo/7355626.118868.jpg
29754,19115,9558,4779,2390,1196,598,299,151,76,38,19,10,6,4,3,3,Sandals/Flat/Havaianas/7540535.334721.jpg
29755,16023,8012,4006,2003,1002,501,251,126,64,32,16,9,5,3,2,2,Shoes/Heels/Naot Footwear/7829945.303872.jpg
29756,25771,12887,6444,3223,1613,807,405,204,103,52,27,14,8,6,5,5,Shoes/Flats/Ahnu/7983526.5578.jpg
29757,7671,3835,1917,958,479,239,119,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Ryka/7819450.388888.jpg
29758,32463,16235,8119,4062,2034,1019,512,258,130,66,35,19,12,10,9,9,Shoes/Clogs and Mules/Alegria/7814541.32564.jpg
29759,7229,3614,1807,903,451,225,112,56,28,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/PUMA/7975750.367987.jpg
29760,34037,17022,8513,4259,2132,1068,536,270,137,70,37,21,14,12,11,11,Shoes/Boat Shoes/Sperry Top-Sider/7297397.679.jpg
29761,22557,11280,5640,2821,1412,706,354,178,90,45,23,12,7,5,4,4,Boots/Mid-Calf/UGG/7556383.183092.jpg
29762,4038,2019,1009,504,252,126,63,31,15,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7893686.385271.jpg
29763,13900,6950,3475,1738,869,435,218,110,56,28,14,8,5,3,2,2,Shoes/Heels/Betsey Johnson for The Cool People/8101642.1588.jpg
29764,8612,4306,2153,1076,538,269,134,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/Merrell/7710889.79616.jpg
29765,27738,13871,6936,3470,1737,869,436,219,111,57,29,16,9,7,6,6,Shoes/Loafers/Ben Sherman/8025818.537.jpg
29766,2459,1229,614,307,153,76,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike Kids/8021519.370486.jpg
29767,12349,6174,3087,1544,772,386,193,97,49,24,12,6,3,2,1,1,Boots/Ankle/Franco Sarto/8045222.72.jpg
29768,12045,6022,3011,1506,753,376,188,94,47,23,11,6,3,2,1,1,Boots/Ankle/Tommy Hilfiger Kids/8027536.6.jpg
29769,1610,805,402,201,100,50,25,12,6,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/New Balance Classics/7971686.314.jpg
29770,19113,9557,4779,2390,1196,598,299,151,76,38,19,10,6,4,3,3,Sandals/Flat/Sam Edelman/7515478.340353.jpg
29771,15929,7965,3983,1992,996,498,249,125,63,32,16,9,5,3,2,2,Shoes/Heels/GUESS/8109510.2085.jpg
29772,3685,1842,921,460,230,115,57,28,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Puma Kids/8056616.382125.jpg
29773,5211,2605,1302,651,325,162,81,40,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Lakai/7923141.94014.jpg
29774,5102,2551,1275,637,318,159,79,39,19,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Polo Ralph Lauren/7950947.115083.jpg
29775,21227,10615,5308,2655,1329,665,333,168,85,43,22,12,7,5,4,4,Boots/Mid-Calf/Bogs Kids/7976649.144.jpg
29776,19880,9941,4971,2486,1244,622,311,157,79,40,20,11,6,4,3,3,Sandals/Flat/Naot Footwear/7895799.328155.jpg
29777,25040,12521,6261,3132,1567,784,393,198,100,51,26,14,8,6,5,5,Shoes/Flats/Aster Kids/7934543.15.jpg
29778,16182,8091,4046,2023,1012,506,253,127,64,32,16,9,5,3,2,2,Shoes/Heels/rsvp/8044124.4751.jpg
29779,20533,10267,5134,2568,1285,643,322,162,82,41,21,11,6,4,3,3,Sandals/Flat/Merrell/7879807.14037.jpg
29780,14058,7029,3515,1758,879,440,220,111,56,28,14,8,5,3,2,2,Shoes/Heels/Kate Spade New York/7484535.384419.jpg
29781,16796,8398,4199,2100,1050,525,263,132,67,34,17,9,5,3,2,2,Shoes/Heels/MICHAEL Michael Kors/8064483.411.jpg
29782,23395,11699,5850,2926,1464,732,367,185,94,47,24,13,7,5,4,4,Boots/Mid-Calf/Hatley Kids/7420865.53663.jpg
29783,20851,10426,5213,2607,1304,652,326,164,83,42,21,11,6,4,3,3,Sandals/Flat/Reef/7502046.323383.jpg
29784,3213,1606,803,401,200,100,50,25,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7972016.369379.jpg
29785,28915,14459,7230,3617,1810,905,454,228,115,59,30,16,9,7,6,6,Shoes/Loafers/Stuart Weitzman/7977900.356425.jpg
29786,7811,3905,1952,976,488,244,122,61,30,15,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS Work/8121147.3.jpg
29787,32032,16019,8010,4007,2006,1004,504,253,128,65,34,18,11,9,8,8,Shoes/Oxfords/Cole Haan/7822262.4670.jpg
29788,31942,15974,7988,3996,2000,1001,502,252,127,65,34,18,11,9,8,8,Shoes/Oxfords/Johnston & Murphy/8090024.395995.jpg
29789,22615,11309,5655,2829,1416,708,355,179,91,46,23,12,7,5,4,4,Boots/Mid-Calf/Harley-Davidson/8045739.3.jpg
29790,837,418,209,104,52,26,13,6,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Creative Recreation Kids/7815720.1413.jpg
29791,28207,14105,7053,3528,1766,883,443,223,113,58,30,16,9,7,6,6,Shoes/Loafers/Polo Ralph Lauren/7635174.963.jpg
29792,26642,13322,6661,3332,1667,834,418,210,106,54,28,15,8,6,5,5,Shoes/Flats/Ted Baker/8035167.92077.jpg
29793,2047,1023,511,255,127,63,31,15,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Keds/7744039.104455.jpg
29794,6512,3256,1628,814,407,203,101,50,25,12,6,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Avia/7819548.300834.jpg
29795,2435,1217,608,304,152,76,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Kids/7883897.390428.jpg
29796,15359,7680,3840,1920,960,480,240,121,61,31,16,9,5,3,2,2,Shoes/Heels/Calvin Klein Collection/7973148.4460.jpg
29797,2232,1116,558,279,139,69,34,17,8,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7977124.390116.jpg
29798,3821,1910,955,477,238,119,59,29,14,7,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Caterpillar/7681419.18.jpg
29799,5108,2554,1277,638,319,159,79,39,19,9,4,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas/7736149.25239.jpg
29800,25342,12672,6336,3169,1586,793,398,200,101,51,26,14,8,6,5,5,Shoes/Flats/Stride Rite/7663855.3.jpg
29801,31705,15855,7928,3966,1985,994,499,251,127,65,34,18,11,9,8,8,Shoes/Oxfords/ALDO/8093351.60941.jpg
29802,7641,3820,1910,955,477,238,119,59,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Sanuk/7294835.158667.jpg
29803,29965,14985,7493,3748,1876,939,471,237,120,61,31,17,10,8,7,7,Boots/Knee High/Call it SPRING/8056756.3.jpg
29804,9112,4556,2278,1139,569,284,142,71,36,18,9,5,3,2,1,1,Boots/Ankle/Lowa/7506397.34443.jpg
29805,3103,1551,775,387,193,96,48,24,12,6,3,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/7739878.147.jpg
29806,24000,12001,6001,3002,1502,751,376,189,96,48,24,13,7,5,4,4,Boots/Mid-Calf/Tecnica/7998004.632.jpg
29807,11129,5564,2782,1391,695,347,174,87,44,22,11,6,3,2,1,1,Boots/Ankle/Cole Haan/7993495.325.jpg
29808,893,446,223,111,55,27,13,6,3,1,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Nike/7925395.337471.jpg
29809,27901,13952,6977,3490,1747,874,439,221,112,57,29,16,9,7,6,6,Shoes/Loafers/Patagonia/7495020.359.jpg
29810,16882,8441,4221,2111,1056,528,264,133,67,34,17,9,5,3,2,2,Shoes/Heels/Bella-Vita/7911359.202.jpg
29811,2327,1163,581,290,145,72,36,18,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Outdoor/7983307.358198.jpg
29812,15616,7808,3904,1952,976,488,244,123,62,31,16,9,5,3,2,2,Shoes/Heels/Nina/8031922.632.jpg
29813,9335,4667,2334,1167,583,291,146,73,37,18,9,5,3,2,1,1,Boots/Ankle/UGG Kids/8045297.18.jpg
29814,12575,6287,3144,1572,786,393,197,99,50,25,12,6,3,2,1,1,Boots/Ankle/Sam Edelman/7738625.106.jpg
29815,5293,2646,1323,661,330,165,82,41,20,10,5,2,1,0,0,0,Shoes/Sneakers and Athletic Shoes/DVS Shoe Company/7195926.377728.jpg
29816,24974,12488,6244,3123,1563,782,392,197,100,51,26,14,8,6,5,5,Shoes/Flats/Morgan&Milo Kids/7696505.418.jpg
29817,265,132,66,33,16,8,4,2,1,0,0,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/adidas Running/7598877.354135.jpg
29818,7550,3775,1887,943,471,235,117,58,29,14,7,3,1,0,0,0,Shoes/Sneakers and Athletic Shoes/Tsukihoshi Kids/8029729.13568.jpg
29819,24901,12452,6226,3114,1558,779,391,197,100,51,26,14,8,6,5,5,Shoes/Flats/Jumping Jacks Kids/7903393.732.jpg
29820,14149,7075,3538,1769,885,443,222,112,57,29,15,8,5,3,2,2,Shoes/Heels/Romika/8009428.3.jpg
29821,9250,4625,2313,1157,578,289,145,73,37,18,9,5,3,2,1,1,Boots/Ankle/Minnetonka/8005406.691.jpg
29822,8587,4293,2146,1073,536,268,134,67,33,16,8,4,2,1,0,0,Shoes/Sneakers and Athletic Shoes/ASICS/8053883.4814.jpg
29823,2481,1240,620,310,155,77,38,19,9,4,2,1,0,0,0,0,Shoes/Sneakers and Athletic Shoes/SKECHERS/8081984.43192.jpg
29824,25999,13001,6501,3252,1627,814,408,205,104,53,27,14,8,6,5,5,Shoes/Flats/Earthies/8018546.4734.jpg
29825,29005,14504,7253,3628,1816,908,456,229,116,59,30,16,9,7,6,6,Shoes/Loafers/Dr. Martens/8004212.299062.jpg
29826,13839,6920,3460,1730,865,433,217,109,55,28,14,8,5,3,2,2,Shoes/Heels/Sigerson Morrison/8008180.947.jpg
29827,30004,15004,7503,3753,1879,940,472,237,120,61,31,17,10,8,7,7,Boots/Knee High/Nine West/8046479.72.jpg
29828,1825,912,456,228,114,57,28,14,7,3,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Vans/7980755.3454.jpg
29829,1398,699,349,174,87,43,21,10,5,2,1,0,0,0,0,0,Shoes/Sneakers and Athletic Shoes/Saucony/7882120.1418.jpg
29830,16624,8312,4156,2078,1039,520,260,131,66,33,17,9,5,3,2,2,Shoes/Heels/J. Renee/8069976.3.jpg
29831,30631,15318,7660,3832,1918,960,482,242,122,62,32,17,10,8,7,7,Boots/Knee High/Frye/7880820.351576.jpg
29832,31557,15781,7891,3947,1976,989,496,249,126,64,33,18,11,9,8,8,Shoes/Oxfords/Cesare Paciotti/8024774.46041.jpg
